SaleID,SaleDate,CustomerID,ProductID,StoreID,Quantity,UnitPrice
1001,2026-09-10,C001,P001,S001,1,100.0
1002,2026-09-10,C002,P002,S002,2,125.5
1003,2026-09-10,C003,P003,S003,3,151.0
1004,2026-09-10,C004,P004,S004,4,176.5
1005,2026-09-10,C005,P005,S005,5,202.0
1006,,C006,P006,S006,1,227.5
1007,2026-09-10,C007,P007,S007,2,253.0
1008,2026-09-10,C008,P008,S008,3,278.5
1009,2026-09-10,C009,P009,S009,4,304.0
1010,2026-09-10,C010,P010,S010,5,329.5
1011,2026-09-10,C999,P011,S011,1,355.0
1012,2026-09-10,C012,P012,S012,2,380.5
1013,2026-09-10,C013,P013,S013,3,406.0
1014,2026-09-10,C014,P014,S014,4,431.5
1015,2026-09-10,C015,P015,S015,5,457.0
1016,2026-09-10,C016,P999,S016,1,482.5
1017,2026-09-10,C017,P017,S017,2,508.0
1018,2026-09-10,C018,P018,S018,3,533.5
1019,2026-09-10,C019,P019,S019,4,559.0
1020,2026-09-10,C020,P020,S020,5,584.5
1021,2026-09-10,C021,P021,S999,1,100.0
1022,2026-09-10,C022,P022,S022,2,125.5
1023,2026-09-10,C023,P023,S023,3,151.0
1024,2026-09-10,C024,P024,S024,4,176.5
1025,2026-09-10,C025,P025,S025,5,202.0
1026,2026-09-10,C026,P026,S026,0,227.5
1027,2026-09-10,C027,P027,S027,2,253.0
1028,2026-09-10,C028,P028,S028,3,278.5
1029,2026-09-10,C029,P029,S029,4,304.0
1030,2026-09-10,C030,P030,S030,5,329.5
1031,2026-09-10,C031,P031,S031,-2,355.0
1032,2026-09-10,C032,P032,S032,2,380.5
1033,2026-09-10,C033,P033,S033,3,406.0
1034,2026-09-10,C034,P034,S034,4,431.5
1035,2026-09-10,C035,P035,S035,5,457.0
1036,2026-09-10,C036,P036,S036,1,0
1037,2026-09-10,C037,P037,S037,2,508.0
1038,2026-09-10,C038,P038,S038,3,533.5
1039,2026-09-10,C039,P039,S039,4,559.0
1040,2026-09-10,C040,P040,S040,5,584.5
1041,2026-09-10,C041,P041,S041,1,-100
1042,2026-09-10,C042,P042,S042,2,125.5
1043,2026-09-10,C043,P043,S043,3,151.0
1044,2026-09-10,C044,P044,S044,4,176.5
1045,2026-09-10,C045,P045,S045,5,202.0
1045,2026-09-10,C046,P046,S046,1,227.5
1047,2026-09-10,C047,P047,S047,2,253.0
1048,2026-09-10,C048,P048,S048,3,278.5
1049,2026-09-10,C049,P049,S049,4,304.0
1050,2026-09-10,C050,P050,S050,5,329.5
1051,2026-09-10,C051,P051,S051,1,355.0
1052,2026-09-10,C052,P052,S052,2,380.5
1053,2026-09-10,C053,P053,S053,3,406.0
1054,2026-09-10,C054,P054,S054,4,431.5
1055,2026-09-10,C055,P055,S055,5,457.0
1056,2026-09-10,C056,P056,S056,1,482.5
1057,2026-09-10,C057,P057,S057,2,508.0
1058,2026-09-10,C058,P058,S058,3,533.5
1059,2026-09-10,C059,P059,S059,4,559.0
1060,2026-09-10,C060,P060,S060,5,584.5
1061,2026-09-10,C061,P061,S061,1,100.0
1062,2026-09-10,C062,P062,S062,2,125.5
1063,2026-09-10,C063,P063,S063,3,151.0
1064,2026-09-10,C064,P064,S064,4,176.5
1065,2026-09-10,C065,P065,S065,5,202.0
1066,2026-09-10,C066,P066,S066,1,227.5
1067,2026-09-10,C067,P067,S067,2,253.0
1068,2026-09-10,C068,P068,S068,3,278.5
1069,2026-09-10,C069,P069,S069,4,304.0
1070,2026-09-10,C070,P070,S070,5,329.5
1071,2026-09-10,C071,P071,S071,1,355.0
1072,2026-09-10,C072,P072,S072,2,380.5
1073,2026-09-10,C073,P073,S073,3,406.0
1074,2026-09-10,C074,P074,S074,4,431.5
1075,2026-09-10,C075,P075,S075,5,457.0
1076,2026-09-10,C076,P076,S076,1,482.5
1077,2026-09-10,C077,P077,S077,2,508.0
1078,2026-09-10,C078,P078,S078,3,533.5
1079,2026-09-10,C079,P079,S079,4,559.0
1080,2026-09-10,C080,P080,S080,5,584.5
1081,2026-09-10,C081,P081,S081,1,100.0
1082,2026-09-10,C082,P082,S082,2,125.5
1083,2026-09-10,C083,P083,S083,3,151.0
1084,2026-09-10,C084,P084,S084,4,176.5
1085,2026-09-10,C085,P085,S085,5,202.0
1086,2026-09-10,C086,P086,S086,1,227.5
1087,2026-09-10,C087,P087,S087,2,253.0
1088,2026-09-10,C088,P088,S088,3,278.5
1089,2026-09-10,C089,P089,S089,4,304.0
1090,2026-09-10,C090,P090,S090,5,329.5
1091,2026-09-10,C001,P001,S001,1,355.0
1092,2026-09-10,C002,P002,S002,2,380.5
1093,2026-09-10,C003,P003,S003,3,406.0
1094,2026-09-10,C004,P004,S004,4,431.5
1095,2026-09-10,C005,P005,S005,5,457.0
1096,2026-09-10,C006,P006,S006,1,482.5
1097,2026-09-10,C007,P007,S007,2,508.0
1098,2026-09-10,C008,P008,S008,3,533.5
1099,2026-09-10,C009,P009,S009,4,559.0
1100,2026-09-10,C010,P010,S010,5,584.5
